x,poly4
-0.018226636108389427,270.6045749291105
-0.017379965392144203,270.8238940581025
-0.016533294675898924,271.0332676765887
-0.015686623959653645,271.2326875165731
-0.014839953243408366,271.42214573606606
-0.013993282527163142,271.6016349190844
-0.013146611810917863,271.7711480756512
-0.012299941094672584,271.93067864179613
-0.011453270378427305,272.08022047955524
-0.010606599662182081,272.2197678769707
-0.009759928945936802,272.34931554809134
-0.008913258229691523,272.46885863297246
-0.008066587513446244,272.57839269767544
-0.00721991679720102,272.6779137342683
-0.006373246080955741,272.76741816082546
-0.005526575364710462,272.8469028214275
-0.0046799046484652385,272.91636498616174
-0.0038332339322199593,272.9758023511215
-0.0029865632159746802,273.02521303840695
-0.002139892499729401,273.06459559612426
-0.0012932217834841775,273.09394899838617
-0.00044655106723889837,273.1132726453119
0.00040011964900638075,273.1225663630269
0.0012467903652516599,273.121830403663
0.0020934610814968835,273.11106544535863
0.0029401317977421626,273.0902725922585
0.0037868025139874417,273.05945337451357
0.004633473230232665,273.0186097482815
0.0054801439464779444,272.9677440957261
0.006326814662723224,272.90685922501757
0.007173485378968503,272.83595837033283
0.008020156095213726,272.7550451918548
0.008866826811459005,272.6641237757729
0.009713497527704285,272.56319863428314
0.010560168243949564,272.4522747055877
0.011406838960194787,272.33135735389527
0.012253509676440066,272.20045236942093
0.013100180392685346,272.05956596838604
0.013946851108930569,271.90870479301867
0.014793521825175848,271.74787591155285
0.015640192541421127,271.5770868182293
0.016486863257666406,271.3963454332951
0.01733353397391163,271.20566010300365
0.01818020469015691,271.0050395996147
0.01902687540640219,270.7944931213946
0.019873546122647467,270.57403029261604
0.02072021683889269,270.3436611635578
0.02156688755513797,270.10339621050554
0.02241355827138325,269.8532463357509
0.02326022898762853,269.5932228675921
0.024106899703873752,269.323337560334
0.02495357042011903,269.04360259428717
0.02580024113636431,268.7540305757693
0.026646911852609534,268.45463453710425
0.027493582568854813,268.14542793662196
0.028340253285100092,267.82642465865916
0.02918692400134537,267.4976390135588
0.030033594717590595,267.1590857376702
0.030880265433835874,266.81077999334923
0.03172693615008115,266.452737368958
0.03257360686632643,266.0849738788652
0.033420277582571656,265.7075059634456
0.034266948298816935,265.3203504890807
0.035113619015062214,264.9235247481582
0.03596028973130744,264.5170464590722
0.03680696044755272,264.10093376622325
0.037653631163797996,263.6752052400184
0.038500301880043275,263.2398798768709
0.0393469725962885,262.7949770992005
0.04019364331253378,262.34051675543327
0.04104031402877906,261.8765191200019
0.041886984745024336,261.4030048933451
0.04273365546126956,260.9199952019085
0.04358032617751484,260.4275115981434
0.04442699689376012,259.92557606050815
0.0452736676100054,259.4142109934673
0.04612033832625062,258.8934392274916
0.0469670090424959,258.36328401905837
0.04781367975874118,257.8237690506515
0.0486603504749864,257.2749184307609
0.04950702119123168,256.716756693883
0.05035369190747696,256.1493088005208
0.05120036262372224,255.57260013718366
0.05204703333996746,254.986656516387
0.05289370405621274,254.3915041766531
0.05374037477245802,253.78716978251026
0.0545870454887033,253.17368042449354
0.055433716204948524,252.5510636191441
0.056280386921193803,251.9193473090095
0.05712705763743908,251.27855986264393
0.057973728353684306,250.62873007460783
0.058820399069929585,249.96988716546792
0.059667069786174864,249.30206078179754
0.060513740502420144,248.62528099617626
0.06136041121866537,247.93957830719017
0.062207081934910646,247.2449836394317
0.06305375265115593,246.5415283434996
0.0639004233674012,245.82924419599908
