x;y
-14,81166646392175; 0,6197944073399313
-14,404889404729033; 0,8828931390406751
-14,054258132946657; 0,7703262129491648
-13,727135892638387; 0,5282042385867456
-13,353233686287854; 0,8828931390406751
-12,990713035331709; 1,052032161321776
-12,635931958330389; 0,7685944140862162
-12,20613064795214; 0,7602689514043419
-11,898457602292241; 0,617466099979751
-11,453264740149987; 1,257538959724748
-11,089019073718527; 1,2660055319435983
-10,689374977258085; 1,3591378263509384
-10,347371224871818; 0,9104094987519531
-9,992744619173699; 0,8460635498886759
-9,634222693827112; 0,97179214733859
-9,293535488446393; 1,2473790730621275
-8,993865222518108; 1,4063087287130926
-8,583908593792176; 1,241815325604037
-8,123462009278116; 1,3106474581884342
-7,801516734125428; 1,879832017810159
-7,378212995604299; 1,5623355596033122
-7,051760973375371; 1,454386763812991
-6,782817371897911; 1,7604533495243828
-6,3082133689879; 2,2142616204546997
-5,969215626378848; 2,5456674473067906
-5,610316742367111; 2,9531624686451607
-5,2426275027700555; 2,6494434325035385
-4,901034335270495; 2,783061335884639
-4,543274045672609; 3,354050387161095
-4,192450671367279; 3,604010965759599
-3,8381556376567065; 4,009944619234233
-3,4578697014905124; 5,651689941307424
-3,17248911063594; 6,26636308439587
-2,808771137495299; 7,023274640760974
-2,4636898978072637; 8,02848766965343
-2,230112597220117; 9,243398022592523
-1,9408629188307671; 10,466347343092941
-1,6836997062228711; 11,479110648509554
-1,4750144061857036; 12,670478310733316
-1,2823347224630162; 13,703400121432907
-1,073610195064223; 14,839130309075664
-0,897184283356772; 16,065573770491802
-0,7369422166286022; 17,386359036632264
-0,5119084872470445; 18,24994940295487
-0,28711353311020815; 19,45220265803144
-0,12686549700092087; 20,76452135195305
-0,014971437740104676; 22,07966223661428
0,1937798097455996; 23,177494434325038
0,37011055246265556; 24,538919247115967
0,5467911009132216; 25,40420292788235
0,706991381973566; 26,78425419955475
0,8511805889995472; 28,013600485731637
1,0035144196227606; 29,121028131957097
1,1557246840568283; 30,403713823112735
1,321354117243878; 31,703332658706067
1,4603213096679468; 32,71932132496796
1,6206505293604394; 33,91649463671322
1,732716108838705; 34,98836267961951
1,9411310811881037; 36,563145112325444
2,178847357692689; 37,72645213519531
2,437005012343576; 38,63503628530951
2,560371653600452; 40,00662098476307
2,7388194799694006; 40,542434055184515
3,0338561417202428; 41,177426971598194
3,378488980104567; 42,22486290610153
3,712339979165037; 44,05041714452766
4,114215202882349; 43,73675080232458
4,514562213350526; 44,13918787142831
4,622272640899393; 43,768198070566015
4,904581388230714; 44,1678202792957
5,047782065743576; 45,49295978257727
5,262455934195067; 46,35473588342442
5,539748067902025; 44,794962374197354
5,7218445815737375; 46,29123659178305
5,884740635146908; 43,8477838494232
6,237381227747111; 42,79030897928895
6,577866857980901; 43,73279240492356
6,90359898189153; 44,01090647417303
7,087250971570288; 45,14824934223842
7,220809904701568; 46,21503744181341
7,458712425897033; 47,11418741145518
7,800087873787092; 47,55660429430922
7,672256290502904; 45,986439991904476
8,154170940200878; 48,263178230391354
8,509269886746722; 47,528895512502075
8,799727412984723; 47,038713967675726
9,251715461979185; 46,04185755551877
9,525922239654719; 45,74090939755786
9,671807944794402; 44,56405585913783
10,04333824598337; 45,924351795632916
10,390676635295314; 46,03723942521758
10,734490195502314; 46,06956633732591
10,838004148125322; 47,840619307832426
11,088827231949114; 46,41592610991519
11,071365164166306; 48,32321392430683
11,379610360793542; 45,463931534969795
11,6409993267204; 48,10308304661675
11,670057188660188; 44,98892384684735
11,947622557221035; 47,54428928017271
12,024739363869802; 44,84576180751045
12,25939139424528; 47,30722525804494
12,379395490870905; 44,73954481058307
12,722937715572545; 45,156715914457266
12,972831359003852; 45,594558649203464
13,135995011404848; 46,03723942521758
13,29117504294506; 46,917762935977876
13,69941124951816; 47,01628304906994
14,022006373206185; 46,66376576941241
14,130792374698292; 44,76725359239021
14,343482509270114; 47,89834593659731
14,522837448995684; 44,970451325642586
14,69839586233029; 47,427296645875884
14,891637753220078; 47,6628212912366
